2019-10-15 08:55:01.812 [restartedMain] INFO  com.osen.cloud.system.LampblackSystemApplication - Starting LampblackSystemApplication on PC-20190708MDDO with PID 4876 (E:\gitworkspace\lampblack-admin\lampblack-system\target\classes started by Administrator in E:\gitworkspace\lampblack-admin)
2019-10-15 09:08:22.027 [task-16] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:08:22.027 [task-16] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:08, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:09:20.523 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:09:20.523 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015090900001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015090900;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&F881
2019-10-15 09:09:20.524 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:09:20.524 [task-17] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:09:20.525 [task-17] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:09:20.525 [task-17] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:09, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:10:23.521 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:10:23.521 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&E101
2019-10-15 09:10:23.522 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:10:23.522 [task-18] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:10:23.523 [task-18] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:10:23.523 [task-18] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:10, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:10:23.722 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:10:23.722 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191015091000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&8EC1
2019-10-15 09:10:23.724 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:10:23.727 [task-19] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-15 09:10:23.728 [task-19] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-15 09:10:23.728 [task-19] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:10, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:11:22.020 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:11:22.020 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&DC41
2019-10-15 09:11:22.022 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:11:22.023 [task-20] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:11:22.024 [task-20] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:11:22.024 [task-20] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:11, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:12:20.521 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:12:20.521 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091200001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091200;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&8F81
2019-10-15 09:12:20.523 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:12:20.523 [task-21] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:12:20.523 [task-21] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:12:20.523 [task-21] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:12, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:13:23.518 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:13:23.518 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091300001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091300;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&B2C1
2019-10-15 09:13:23.519 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:13:23.519 [task-22] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:13:23.520 [task-22] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:13:23.520 [task-22] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:13, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:14:22.016 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:14:22.016 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091400001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091400;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1980
2019-10-15 09:14:22.017 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:14:22.018 [task-23] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:14:22.018 [task-23] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:14:22.018 [task-23] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:14, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:15:20.515 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:15:20.515 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091500001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091500;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&24C0
2019-10-15 09:15:20.516 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:15:20.517 [task-24] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:15:20.518 [task-24] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:15:20.518 [task-24] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:15, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:16:23.513 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:16:23.513 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091600001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091600;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&7700
2019-10-15 09:16:23.514 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:16:23.515 [task-25] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:16:23.515 [task-25] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:16:23.515 [task-25] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:16, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:17:22.012 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:17:22.012 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091700001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091700;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&4A40
2019-10-15 09:17:22.013 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:17:22.013 [task-26] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:17:22.014 [task-26] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:17:22.014 [task-26] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:17, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:18:20.511 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:18:20.511 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091800001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091800;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1400
2019-10-15 09:18:20.512 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:18:20.513 [task-27] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:18:20.513 [task-27] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:18:20.513 [task-27] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:18, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:19:23.509 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:19:23.510 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015091900001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015091900;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&2940
2019-10-15 09:19:23.511 [task-28] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:19:23.511 [task-28] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:19:23.511 [task-28] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:19, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:19:23.511 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:20:22.009 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:20:22.009 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&DC41
2019-10-15 09:20:22.010 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:20:22.010 [task-29] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:20:22.010 [task-29] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:20:22.010 [task-29] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:20, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:20:22.219 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:20:22.219 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191015092000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&9C01
2019-10-15 09:20:22.220 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:20:22.221 [task-30] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-15 09:20:22.222 [task-30] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-15 09:20:22.222 [task-30] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:20, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:21:20.507 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:21:20.507 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&E101
2019-10-15 09:21:20.508 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:21:20.509 [task-31] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:21:20.509 [task-31] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:21:20.509 [task-31] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:21, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:22:23.506 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:22:23.506 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092200001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092200;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&B2C1
2019-10-15 09:22:23.507 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:22:23.508 [task-32] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:22:23.508 [task-32] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:22:23.508 [task-32] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:22, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:23:22.004 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:23:22.005 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092300001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092300;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&8F81
2019-10-15 09:23:22.005 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:23:22.006 [task-33] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:23:22.006 [task-33] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:23:22.006 [task-33] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:23, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:24:20.502 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:24:20.503 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092400001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092400;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&24C0
2019-10-15 09:24:20.504 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:24:20.504 [task-34] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:24:20.505 [task-34] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:24:20.505 [task-34] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:24, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:25:23.502 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:25:23.502 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191015092500001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191015092500;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1980
2019-10-15 09:25:23.503 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-0000130c-00000002-343a36453269715c-cebbe3b2
2019-10-15 09:25:23.505 [task-35] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-15 09:25:23.505 [task-35] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-15 09:25:23.505 [task-35] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-15T09:25, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-15 09:25:30.359 [Thread-30] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2019-10-15 09:25:30.362 [Thread-30] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-15 09:25:31.508 [Thread-30] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Shutdown initiated...
2019-10-15 09:25:31.520 [Thread-30] INFO  com.zaxxer.hikari.HikariDataSource - DatebookHikariCP - Shutdown completed.
2019-10-15 09:25:31.528 [Thread-30] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
